c_days_from_compas,juv_other_count,start,juv_misd_count,juv_fel_count,days_b_screening_arrest,priors_count,r_days_from_arrest,decile_score,is_violent_recid,event,end,is_recid,sex,two_year_recid,two_year_recid_prob,age_cat
302.0,0,0,0,0,-302.0,1,,1,0,0,763,0,Female,0,0.00042004732,Greater than 45
4.0,0,0,0,0,-4.0,0,,1,0,0,956,0,Male,0,0.0003441187,Greater than 45
1.0,0,1,0,0,-1.0,3,,2,0,0,817,0,Male,0,0.00017477917,Greater than 45
1.0,0,1,0,0,0.0,2,,8,0,0,903,0,Male,0,0.00033662,Greater than 45
1.0,0,70,0,0,-1.0,22,0.0,9,0,1,98,1,Male,1,0.99918765,Greater than 45
0.0,0,0,0,0,0.0,3,,3,0,1,348,1,Female,1,0.99778736,Greater than 45
1.0,0,1,0,0,-1.0,0,,1,0,0,842,0,Male,0,0.00021692533,Greater than 45
238.0,0,0,0,0,-238.0,5,,1,0,0,737,0,Male,0,0.0003680945,Greater than 45
133.0,0,0,0,0,-345.0,1,,5,0,0,751,0,Female,0,0.00042791644,Greater than 45
1.0,0,62,0,0,-1.0,1,,1,0,0,1100,0,Male,0,0.0005297614,Greater than 45
1.0,0,33,0,0,-1.0,3,0.0,9,0,1,103,1,Male,1,0.9979462,Greater than 45
33.0,0,0,0,0,-33.0,3,0.0,6,0,0,49,1,Male,0,0.95752704,Greater than 45
22.0,0,0,0,0,-22.0,8,0.0,2,0,1,398,1,Male,1,0.99691904,Greater than 45
1.0,0,0,0,0,-1.0,5,0.0,4,0,1,22,1,Male,1,0.9990433,Greater than 45
1.0,0,0,0,0,-1.0,21,,6,0,0,1100,0,Male,0,0.00082151266,Greater than 45
1.0,0,0,0,0,-1.0,15,,8,0,0,850,0,Male,0,0.000653194,Greater than 45
0.0,0,3,0,4,0.0,22,0.0,10,0,1,21,1,Male,1,0.9989641,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,1057,0,Female,0,0.00029086825,Greater than 45
1.0,0,9,0,0,-1.0,10,0.0,3,0,1,106,1,Male,1,0.99897647,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,1181,0,Male,0,0.00030992454,Greater than 45
48.0,0,0,0,0,-48.0,10,,5,0,0,179,0,Male,0,0.0020162852,Greater than 45
1.0,0,5,0,0,-1.0,8,0.0,1,0,1,182,1,Male,1,0.9979703,Greater than 45
0.0,0,0,0,0,0.0,0,,1,0,0,801,0,Male,0,0.00035060785,Greater than 45
1.0,0,0,0,0,-1.0,1,1.0,5,1,1,794,1,Male,0,0.01847815,Greater than 45
378.0,0,0,0,0,,5,,1,0,1,242,1,Female,1,0.99794143,Greater than 45
1.0,0,151,0,0,-1.0,7,,1,0,1,982,1,Male,0,0.056504548,Greater than 45
0.0,0,1,0,0,0.0,0,-1.0,3,0,0,253,1,Male,0,0.9844172,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,792,0,Female,0,0.00024850358,Greater than 45
1.0,0,0,0,0,-1.0,7,,2,0,0,1077,0,Male,0,0.00024016907,Greater than 45
69.0,0,0,0,0,-69.0,28,,7,0,0,320,0,Male,0,0.0040808637,Greater than 45
2.0,0,0,0,0,-1.0,0,,5,0,0,1169,0,Male,0,0.00031179638,Greater than 45
1.0,0,39,0,0,-1.0,1,,6,0,1,103,1,Male,1,0.997993,Greater than 45
1.0,0,0,0,0,-1.0,2,,1,0,0,1040,0,Female,0,0.00024225964,Greater than 45
94.0,0,0,0,0,714.0,1,,1,0,0,714,0,Male,0,0.0024261372,Greater than 45
1.0,0,1,0,0,0.0,0,,1,0,0,732,0,Male,0,0.00029804226,Greater than 45
11.0,0,0,0,0,-35.0,8,,6,0,0,1116,0,Male,0,0.00035172247,Greater than 45
1.0,0,0,0,0,-1.0,2,,1,0,0,857,0,Female,0,0.0002069737,Greater than 45
463.0,0,0,0,0,-189.0,17,,4,0,0,248,0,Male,0,0.011721908,Greater than 45
1.0,0,0,0,0,-1.0,0,,2,0,0,1045,0,Male,0,0.0002703624,Greater than 45
1.0,0,0,0,0,-1.0,29,0.0,6,0,1,1,1,Male,1,0.9990839,Greater than 45
1.0,0,300,0,0,-1.0,5,,4,0,0,1181,0,Male,0,0.00085382554,Greater than 45
13.0,0,0,0,0,-13.0,6,,1,0,0,678,0,Female,0,0.001064564,Greater than 45
1.0,0,0,0,0,-1.0,16,,8,1,1,551,1,Male,1,0.9940615,Greater than 45
1.0,0,10,0,0,-1.0,2,,2,0,0,937,0,Male,0,0.00020929477,Greater than 45
1.0,0,0,0,0,-1.0,1,,1,0,0,934,0,Female,0,0.00024850358,Greater than 45
1.0,0,3,0,0,-1.0,3,,2,0,0,1151,0,Male,0,0.00023168002,Greater than 45
0.0,0,0,0,0,0.0,0,,7,0,1,362,1,Female,1,0.9963554,Greater than 45
1.0,0,1,0,0,-1.0,0,,2,0,0,858,0,Male,0,0.00020163128,Greater than 45
1760.0,0,31,0,0,0.0,2,,6,0,0,934,0,Male,0,0.0005175716,Greater than 45
0.0,0,0,0,0,0.0,0,,1,0,0,1145,0,Female,0,0.00043725394,Greater than 45
1.0,0,0,0,0,-1.0,9,,4,0,1,18,1,Male,1,0.99854374,Greater than 45
77.0,0,0,0,0,48.0,18,0.0,6,0,0,48,1,Male,0,0.9875606,Greater than 45
1.0,0,10,0,0,-1.0,0,,2,0,0,1076,0,Male,0,0.00032217224,Greater than 45
4.0,0,0,0,0,-4.0,1,,1,0,0,746,0,Male,0,0.00032937777,Greater than 45
28.0,0,0,0,0,-28.0,2,,1,0,0,1149,0,Male,0,0.0003421393,Greater than 45
1.0,0,6,0,0,-1.0,3,,4,0,0,738,0,Male,0,0.00019335194,Greater than 45
1.0,0,0,0,0,-1.0,3,,2,0,1,69,1,Male,1,0.99841225,Greater than 45
0.0,0,0,0,0,0.0,3,,3,0,0,1053,0,Male,0,0.00042378594,Greater than 45
4200.0,0,0,0,0,0.0,4,,8,0,0,43,0,Male,0,0.0042853747,Greater than 45
3.0,0,0,0,0,-3.0,0,,1,0,0,779,0,Female,0,0.00030964485,Greater than 45
1.0,0,3,0,0,-1.0,0,,1,0,0,1070,0,Female,0,0.00028754355,Greater than 45
1.0,0,1,0,0,-1.0,0,,1,0,0,921,0,Male,0,0.00021692533,Greater than 45
40.0,0,0,0,0,-40.0,2,,1,0,1,893,1,Male,0,0.014968409,Greater than 45
32.0,0,0,0,0,-32.0,2,,1,0,0,830,0,Male,0,0.00027433565,Greater than 45
154.0,0,0,0,0,21.0,12,,8,0,0,21,1,Male,0,0.9821957,Greater than 45
68.0,0,0,0,1,-68.0,16,,10,0,1,228,1,Male,1,0.9965468,Greater than 45
1.0,0,0,0,0,-1.0,0,,5,0,0,1142,0,Male,0,0.0003092292,Greater than 45
1.0,0,37,0,0,-1.0,0,,2,0,1,558,1,Male,1,0.99258435,Greater than 45
12.0,0,0,0,0,,1,,1,0,0,892,0,Male,0,0.00030202573,Greater than 45
1.0,0,2,0,0,-1.0,0,,2,0,0,1053,0,Male,0,0.00025083762,Greater than 45
40.0,0,0,0,0,-40.0,12,,8,0,0,659,0,Male,0,0.0034175455,Greater than 45
1.0,0,1,0,0,-1.0,2,,1,0,0,734,0,Male,0,0.00018067184,Greater than 45
1.0,0,1,0,0,-1.0,27,,5,0,0,733,0,Male,0,0.00064128684,Greater than 45
33.0,0,0,0,0,-33.0,21,,1,0,1,13,1,Male,1,0.9986098,Greater than 45
1.0,0,0,0,0,-1.0,2,0.0,2,1,1,528,1,Male,1,0.99700135,Greater than 45
6.0,0,0,0,0,-6.0,4,,1,0,1,624,1,Female,1,0.9882189,Greater than 45
1.0,0,0,0,0,-1.0,0,0.0,1,1,1,889,1,Male,0,0.020053718,Greater than 45
55.0,0,0,0,0,-55.0,2,,5,0,0,982,0,Male,0,0.00028008677,Greater than 45
1.0,0,0,0,0,302.0,10,,5,0,1,25,1,Male,1,0.9913147,Greater than 45
3.0,0,0,0,0,-3.0,20,,5,0,0,31,0,Male,0,0.010476701,Greater than 45
15.0,0,0,0,0,-15.0,1,,1,0,0,1117,0,Male,0,0.00041077958,Greater than 45
1.0,0,0,0,0,-1.0,0,,2,0,0,798,0,Male,0,0.00023098414,Greater than 45
1.0,0,1,0,0,-1.0,0,,1,0,0,1063,0,Male,0,0.0002539074,Greater than 45
1.0,0,1,0,0,-1.0,3,,2,0,0,1044,0,Female,0,0.00020457752,Greater than 45
4.0,0,0,0,0,-4.0,0,,1,0,0,1110,0,Male,0,0.00041077958,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,741,0,Female,0,0.00024850358,Greater than 45
64.0,0,0,0,0,-64.0,2,0.0,1,0,1,357,1,Male,1,0.99444264,Greater than 45
1.0,0,0,0,0,-1.0,0,0.0,1,0,0,809,1,Male,0,0.01030667,Greater than 45
1.0,0,9,0,0,-1.0,0,,6,1,1,622,1,Female,1,0.99225384,Greater than 45
3608.0,0,1,0,0,-1.0,1,0.0,1,1,1,692,1,Male,1,0.9883577,Greater than 45
118.0,0,0,0,0,-122.0,11,0.0,6,0,1,175,1,Male,1,0.9970487,Greater than 45
1.0,0,2,0,0,-1.0,4,31.0,3,0,1,3,1,Male,1,0.9989843,Greater than 45
1.0,0,0,0,0,-1.0,3,,2,0,0,1072,0,Male,0,0.00023053045,Greater than 45
333.0,0,0,0,0,-24.0,12,,6,0,0,1088,0,Male,0,0.0009143693,Greater than 45
1.0,0,3,0,0,-1.0,0,0.0,6,1,1,52,1,Male,1,0.9958152,Greater than 45
50.0,0,0,0,0,-50.0,4,0.0,3,1,1,165,1,Male,1,0.9961337,Greater than 45
1.0,0,0,0,0,0.0,0,,1,0,0,937,0,Female,0,0.00031856183,Greater than 45
62.0,0,0,0,0,-62.0,23,,7,0,1,124,1,Female,1,0.9980654,Greater than 45
124.0,0,0,0,0,-124.0,21,,9,0,0,217,1,Male,0,0.979084,Greater than 45
1.0,0,117,0,0,-1.0,7,0.0,9,1,1,171,1,Male,1,0.9970319,Greater than 45
4.0,0,0,0,0,-3.0,0,1.0,3,1,1,30,1,Female,1,0.99699616,Greater than 45
2.0,0,0,0,0,-1.0,0,,1,0,0,1174,0,Male,0,0.00032927448,Greater than 45
128.0,0,0,0,0,121.0,1,27.0,1,0,1,94,1,Male,1,0.995704,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,851,0,Male,0,0.00024850358,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,866,0,Male,0,0.00024850358,Greater than 45
108.0,0,0,0,0,-108.0,2,,1,0,0,749,0,Male,0,0.00033736552,Greater than 45
1.0,0,0,0,0,-1.0,4,,1,0,1,156,1,Male,1,0.9972389,Greater than 45
0.0,0,118,0,0,0.0,12,0.0,5,1,1,152,1,Male,1,0.99822575,Greater than 45
4.0,0,0,0,0,-4.0,5,0.0,5,0,0,123,1,Male,0,0.9811405,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,741,0,Female,0,0.00024850358,Greater than 45
154.0,0,0,0,0,114.0,4,1.0,3,0,1,113,1,Male,1,0.99609286,Greater than 45
38.0,0,0,0,0,-38.0,15,0.0,4,0,1,273,1,Male,1,0.9985228,Greater than 45
56.0,0,0,0,0,-56.0,4,,6,0,0,218,0,Female,0,0.0018383126,Greater than 45
2757.0,0,0,0,0,-241.0,3,,9,0,0,262,0,Male,0,0.0035797786,Greater than 45
1.0,0,0,0,0,0.0,0,,1,0,0,874,0,Male,0,0.00031856183,Greater than 45
1.0,0,0,0,0,-1.0,0,,5,0,0,828,0,Female,0,0.000247946,Greater than 45
1.0,0,3,0,0,-1.0,7,,4,0,1,230,1,Male,1,0.99846303,Greater than 45
150.0,0,0,0,0,272.0,22,0.0,9,0,1,272,1,Male,1,0.99396163,Greater than 45
1.0,0,0,0,0,-1.0,2,,1,0,1,53,1,Female,1,0.9982058,Greater than 45
1.0,0,0,0,0,0.0,0,,1,0,0,1105,0,Female,0,0.0003972917,Greater than 45
2.0,0,0,0,0,-2.0,0,,1,0,0,1127,0,Male,0,0.00038617183,Greater than 45
0.0,0,0,0,0,0.0,1,,5,0,0,1067,0,Male,0,0.00044050167,Greater than 45
1.0,0,1,0,0,-1.0,13,,5,0,0,1133,0,Male,0,0.0006602297,Greater than 45
1.0,0,5,0,0,-1.0,0,,1,0,0,820,0,Male,0,0.0002390777,Greater than 45
1.0,0,1,0,0,-1.0,5,,6,0,0,810,0,Male,0,0.00020001366,Greater than 45
65.0,0,0,0,0,,5,,5,0,0,1176,0,Male,0,0.00028524912,Greater than 45
1.0,0,0,0,0,-1.0,0,,2,0,1,726,1,Male,1,0.98807794,Greater than 45
1.0,0,0,0,0,-1.0,5,0.0,2,0,1,318,1,Male,1,0.997558,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,736,0,Male,0,0.00024850358,Greater than 45
577.0,0,0,0,0,171.0,18,0.0,6,0,0,171,1,Male,0,0.9431503,Greater than 45
1.0,0,3,0,0,-1.0,5,0.0,1,1,1,126,1,Male,1,0.99821234,Greater than 45
1.0,0,0,0,0,-1.0,5,,7,1,0,59,1,Male,0,0.52708066,Greater than 45
9485.0,0,0,0,0,-1.0,1,,1,0,0,888,0,Female,0,0.0003719091,Greater than 45
61.0,0,0,0,0,-61.0,1,,1,0,0,1012,0,Female,0,0.00033933722,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,879,0,Male,0,0.00024850358,Greater than 45
98.0,0,0,0,0,-98.0,1,,1,0,0,765,0,Female,0,0.00038535983,Greater than 45
26.0,0,0,0,0,-26.0,1,,1,0,0,883,0,Male,0,0.00032937777,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,808,0,Male,0,0.00024850358,Greater than 45
4620.0,0,0,0,0,-1.0,2,,1,0,0,848,0,Male,0,0.00032558944,Greater than 45
1.0,0,9,0,0,-1.0,25,0.0,10,0,1,222,1,Female,1,0.9986362,Greater than 45
799.0,0,0,0,0,,3,,2,0,0,1136,0,Male,0,0.000414838,Greater than 45
1.0,0,0,0,0,-1.0,3,,1,0,0,733,0,Male,0,0.00019886148,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,751,0,Male,0,0.00024850358,Greater than 45
1.0,0,0,0,0,-1.0,5,0.0,1,0,1,15,1,Male,1,0.99888724,Greater than 45
1.0,0,8,0,0,-1.0,3,0.0,3,1,1,258,1,Male,1,0.9973362,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,911,0,Male,0,0.00024850358,Greater than 45
127.0,0,0,0,0,-127.0,11,0.0,9,0,1,214,1,Male,1,0.9968935,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,1133,0,Female,0,0.00030992454,Greater than 45
43.0,0,0,0,0,-43.0,1,,5,0,0,889,0,Male,0,0.00033088628,Greater than 45
1.0,0,0,0,0,0.0,0,,1,0,0,1166,0,Male,0,0.0003972917,Greater than 45
1.0,0,0,0,0,-1.0,14,,2,0,1,779,1,Male,0,0.035613224,Greater than 45
1.0,0,90,0,0,-1.0,2,153.0,1,0,1,578,1,Male,1,0.9928767,Greater than 45
0.0,0,1,0,0,-1.0,7,,5,0,1,279,1,Male,1,0.9977507,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,1166,0,Male,0,0.00030992454,Greater than 45
0.0,0,0,0,0,0.0,0,,1,0,0,799,0,Male,0,0.00035060785,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,788,0,Male,0,0.00024850358,Greater than 45
0.0,0,42,0,0,0.0,0,,1,0,0,1070,0,Male,0,0.00054582546,Greater than 45
1.0,0,1,0,0,-1.0,1,,1,0,0,1038,0,Female,0,0.0002539074,Greater than 45
7.0,0,0,0,0,-8.0,4,,1,0,0,948,0,Male,0,0.00028689482,Greater than 45
82.0,0,0,0,0,-83.0,3,,1,0,0,1026,0,Male,0,0.0003027401,Greater than 45
0.0,0,0,0,0,0.0,0,,1,0,0,753,0,Female,0,0.00035060785,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,1094,0,Female,0,0.00030992454,Greater than 45
1.0,0,12,0,0,-1.0,2,,1,0,0,1049,0,Male,0,0.00024497678,Greater than 45
1.0,0,120,0,0,-1.0,38,1.0,8,1,1,462,1,Male,1,0.9963058,Greater than 45
10.0,0,0,0,0,-10.0,15,,6,0,0,862,0,Female,0,0.0006056963,Greater than 45
910.0,0,0,0,0,,16,,9,0,0,928,0,Male,0,0.0007885984,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,1131,0,Male,0,0.00030992454,Greater than 45
1.0,0,0,0,0,0.0,1,,1,0,0,45,0,Male,0,0.0050244955,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,955,0,Male,0,0.00025962616,Greater than 45
1.0,0,1,0,0,-1.0,2,,1,0,0,809,0,Male,0,0.00018067184,Greater than 45
42.0,0,0,0,0,-43.0,1,,1,0,0,885,0,Male,0,0.00032480105,Greater than 45
0.0,0,35,0,0,0.0,1,,2,0,0,1112,0,Male,0,0.00054582546,Greater than 45
1.0,0,4,0,0,-1.0,8,,4,0,0,12,0,Male,0,0.003389527,Greater than 45
1.0,0,1,0,0,0.0,6,,4,0,0,808,0,Male,0,0.0002554973,Greater than 45
494.0,0,0,0,0,,2,,2,0,0,1056,0,Male,0,0.00040521263,Greater than 45
1.0,0,1,0,0,0.0,0,,1,0,0,1143,0,Female,0,0.00037170298,Greater than 45
1.0,0,0,0,0,-1.0,1,,1,0,0,82,0,Male,0,0.0058627557,Greater than 45
1.0,0,0,0,0,-1.0,11,,4,0,1,16,1,Male,1,0.998803,Greater than 45
1.0,0,0,0,0,-1.0,3,,2,0,0,848,0,Female,0,0.00018484113,Greater than 45
1.0,0,0,0,0,-1.0,3,,1,0,0,502,0,Male,0,0.0011425149,Greater than 45
0.0,0,0,0,0,0.0,2,,1,0,0,843,0,Male,0,0.0003429011,Greater than 45
220.0,0,0,0,0,-220.0,23,0.0,3,0,0,474,1,Male,0,0.90016687,Greater than 45
0.0,0,29,0,0,0.0,17,,7,0,1,151,1,Male,1,0.99904794,Greater than 45
4.0,0,0,0,0,-4.0,0,,1,0,0,834,0,Male,0,0.00032937777,Greater than 45
216.0,0,0,0,0,161.0,12,84.0,2,0,0,161,1,Male,0,0.9737409,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,956,0,Male,0,0.00025962616,Greater than 45
11.0,0,0,0,0,-11.0,1,,1,0,0,907,0,Female,0,0.00032937777,Greater than 45
3.0,0,0,0,0,-3.0,0,,1,0,0,795,0,Female,0,0.00030964485,Greater than 45
0.0,0,0,0,0,0.0,2,0.0,1,0,1,4,1,Male,1,0.9987483,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,959,0,Male,0,0.00025962616,Greater than 45
142.0,0,69,0,0,-1.0,3,15.0,5,0,0,490,1,Male,0,0.87665606,Greater than 45
35.0,0,0,0,0,,1,,1,0,0,764,0,Male,0,0.00030202573,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,385,0,Female,0,0.0018225914,Greater than 45
1.0,0,0,0,0,-1.0,11,,3,0,0,1128,0,Male,0,0.00060242333,Greater than 45
5.0,0,0,0,0,-5.0,0,,3,0,0,984,0,Male,0,0.00035890678,Greater than 45
2.0,0,0,0,0,-1.0,0,,2,0,1,581,1,Male,1,0.9943804,Greater than 45
1.0,0,7,0,0,0.0,3,,5,0,1,83,1,Male,1,0.99815375,Greater than 45
1.0,0,0,0,0,102.0,1,1.0,3,0,1,101,1,Male,1,0.9953721,Greater than 45
2.0,0,3,0,0,-1.0,4,0.0,1,0,1,544,1,Male,1,0.9974408,Greater than 45
1.0,0,198,0,0,-1.0,20,,3,0,1,245,1,Male,1,0.99895966,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,747,0,Male,0,0.00024850358,Greater than 45
0.0,0,0,0,0,0.0,7,,3,0,0,908,0,Male,0,0.00037720543,Greater than 45
73.0,0,0,0,0,55.0,3,0.0,5,0,0,55,1,Female,1,0.5214504,Greater than 45
1.0,0,0,0,0,-1.0,0,,2,0,0,907,0,Male,0,0.00023098414,Greater than 45
1.0,0,1,0,0,-1.0,13,,6,0,1,314,1,Male,1,0.99754816,Greater than 45
1261.0,0,65,0,0,0.0,2,1.0,7,0,1,280,1,Male,1,0.99705434,Greater than 45
1.0,0,0,0,0,0.0,0,0.0,1,0,1,402,1,Male,1,0.9980938,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,876,0,Female,0,0.00024850358,Greater than 45
1.0,0,0,0,0,-1.0,4,,6,0,0,788,0,Female,0,0.0002010824,Greater than 45
1.0,0,0,0,0,-1.0,2,,6,0,0,1103,0,Male,0,0.00025054003,Greater than 45
1.0,0,34,0,0,-1.0,3,0.0,8,0,0,172,1,Male,0,0.9512136,Greater than 45
0.0,0,2,0,0,0.0,28,1.0,10,1,1,8,1,Male,1,0.9976545,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,1176,0,Male,0,0.00030992454,Greater than 45
27.0,0,0,0,0,-27.0,4,,2,0,0,833,0,Male,0,0.00027460465,Greater than 45
1.0,0,1,0,0,-1.0,1,,1,0,0,782,0,Male,0,0.00021692533,Greater than 45
3.0,0,0,0,0,-3.0,5,,3,0,0,182,0,Female,0,0.0027136675,Greater than 45
1.0,0,0,0,0,-1.0,0,,3,0,0,838,0,Female,0,0.00025384617,Greater than 45
1.0,0,3,0,0,0.0,4,,2,0,0,543,0,Male,0,0.0019540435,Greater than 45
0.0,0,1,0,0,0.0,0,,1,0,0,1110,0,Male,0,0.0004090924,Greater than 45
1.0,0,1,0,0,0.0,1,,1,0,0,1095,0,Male,0,0.00037170298,Greater than 45
1.0,0,0,0,0,0.0,0,,1,0,0,1092,0,Male,0,0.0003972917,Greater than 45
1.0,0,56,0,0,-1.0,7,4.0,1,1,1,95,1,Male,1,0.99801254,Greater than 45
1.0,0,0,0,0,-1.0,1,,3,0,0,1091,0,Male,0,0.00031658687,Greater than 45
3.0,0,0,0,0,-3.0,1,0.0,1,0,1,835,1,Male,0,0.019255508,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,1133,0,Male,0,0.00030992454,Greater than 45
1.0,0,81,0,0,-1.0,2,,3,0,0,925,0,Female,0,0.00050082756,Greater than 45
0.0,0,75,0,0,0.0,9,,7,0,1,816,1,Female,1,0.08957721,Greater than 45
1.0,0,3,0,0,-1.0,7,,7,0,1,189,1,Female,1,0.9968587,Greater than 45
0.0,0,0,0,0,0.0,10,0.0,4,0,1,141,1,Male,1,0.99902654,Greater than 45
1.0,0,0,0,0,-1.0,0,0.0,1,0,0,335,1,Male,0,0.8754074,Greater than 45
53.0,0,0,0,0,-53.0,2,,1,0,1,27,1,Male,1,0.9975683,Greater than 45
1.0,0,30,0,0,-1.0,14,,6,0,0,960,0,Male,0,0.0007559933,Greater than 45
23.0,0,0,0,0,-22.0,31,0.0,6,0,0,98,1,Male,1,0.99601495,Greater than 45
1.0,0,9,0,0,-1.0,2,,1,0,0,1121,0,Male,0,0.00024834185,Greater than 45
1.0,0,63,0,0,-1.0,4,0.0,10,1,0,159,1,Male,0,0.83395547,Greater than 45
1.0,0,0,0,0,-1.0,0,,2,0,0,1075,0,Male,0,0.00028807588,Greater than 45
1.0,0,5,0,0,-1.0,3,0.0,6,0,1,634,1,Male,1,0.9938059,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,830,0,Male,0,0.00024850358,Greater than 45
1.0,0,0,0,0,-1.0,1,,3,0,1,12,1,Female,1,0.9985494,Greater than 45
1.0,0,16,0,0,-1.0,4,,7,0,0,1141,0,Male,0,0.00038276418,Greater than 45
1.0,0,0,0,0,-1.0,8,,2,0,0,1113,0,Male,0,0.00024889628,Greater than 45
40.0,0,0,0,0,-40.0,13,,5,0,1,236,1,Male,1,0.9978288,Greater than 45
26.0,0,0,0,0,-26.0,4,,1,0,0,792,0,Male,0,0.00027460465,Greater than 45
2186.0,0,151,0,0,0.0,5,,5,0,0,879,0,Male,0,0.00092322147,Greater than 45
2.0,0,0,0,0,-2.0,1,,1,0,0,1011,0,Female,0,0.0003235031,Greater than 45
1178.0,0,2,0,0,-1.0,4,,9,0,1,14,1,Male,1,0.9973015,Greater than 45
62.0,0,0,0,0,35.0,7,,3,0,0,35,0,Male,0,0.003526351,Greater than 45
7.0,0,0,0,0,-7.0,0,1.0,1,0,1,109,1,Male,1,0.9981013,Greater than 45
1.0,0,0,0,0,-1.0,3,,2,0,0,1091,0,Female,0,0.00023053045,Greater than 45
1.0,0,0,0,0,0.0,1,,1,0,0,1161,0,Female,0,0.0003972917,Greater than 45
1.0,0,2,0,0,-1.0,7,,6,0,1,33,1,Male,1,0.9983292,Greater than 45
1.0,0,10,0,0,-1.0,2,,6,0,0,754,0,Female,0,0.00024289243,Greater than 45
29.0,0,0,0,0,-28.0,14,0.0,4,0,1,141,1,Male,1,0.99887973,Greater than 45
244.0,0,0,0,0,-244.0,2,,2,0,0,815,0,Male,0,0.0003677345,Greater than 45
1.0,0,0,0,0,-1.0,0,,1,0,0,808,0,Male,0,0.00024850358,Greater than 45
1.0,0,9,0,0,-1.0,0,,3,1,1,159,1,Male,1,0.99849546,25 - 45
76.0,0,0,0,0,,2,,1,0,0,1102,0,Male,0,0.00023980046,25 - 45
0.0,0,1,0,0,0.0,0,,1,0,0,853,0,Male,0,0.00021764069,25 - 45
1.0,0,5,0,0,-1.0,14,0.0,6,0,1,40,1,Male,1,0.99874806,25 - 45
1.0,0,0,0,0,-1.0,3,,4,0,0,265,0,Male,0,0.001649191,25 - 45
1.0,0,2,0,0,-1.0,0,,1,0,0,747,0,Female,0,0.000357109,25 - 45
1.0,0,0,0,0,-1.0,0,,4,0,0,857,0,Male,0,0.00020097659,25 - 45
0.0,0,1,0,0,0.0,0,,1,0,0,1186,0,Female,0,0.00021764069,25 - 45
1.0,0,0,0,0,-1.0,0,,4,0,0,905,0,Male,0,0.00020097659,25 - 45
71.0,0,0,0,0,22.0,7,0.0,3,0,1,22,1,Male,1,0.99901783,25 - 45
0.0,0,0,0,0,0.0,0,,1,0,0,739,0,Male,0,0.00033296307,25 - 45
1.0,0,0,0,0,-1.0,3,,10,0,0,463,0,Male,0,0.0012367913,25 - 45
1.0,0,0,0,0,-1.0,6,,5,1,1,241,1,Male,1,0.99897075,25 - 45
1.0,0,0,0,0,-1.0,5,1.0,3,0,1,163,1,Male,1,0.9957658,25 - 45
0.0,0,0,0,0,0.0,0,,2,0,1,81,1,Male,1,0.9974649,25 - 45
1.0,0,0,0,0,-1.0,1,,1,0,0,1162,0,Male,0,0.00016879014,25 - 45
1.0,0,1,0,0,-1.0,0,,3,0,0,1056,0,Male,0,0.00018590607,25 - 45
1.0,0,16,0,0,-1.0,8,,3,1,0,116,1,Male,0,0.9525778,25 - 45
95.0,0,0,0,0,53.0,3,,3,0,0,53,0,Female,0,0.0024027673,25 - 45
1.0,1,0,0,0,-1.0,5,0.0,7,0,0,391,1,Male,0,0.9567988,25 - 45
1.0,0,38,0,0,0.0,0,,10,1,0,215,1,Male,1,0.9916997,25 - 45
0.0,0,44,0,0,0.0,9,0.0,9,0,1,162,1,Male,1,0.99711204,25 - 45
1.0,0,0,0,0,-1.0,4,1.0,8,0,1,6,1,Male,1,0.99918777,25 - 45
382.0,2,0,0,0,81.0,6,,8,0,0,81,0,Male,0,0.0014967966,25 - 45
1.0,0,10,0,0,-1.0,4,57.0,5,0,1,223,1,Female,1,0.9993587,25 - 45
0.0,3,33,1,2,0.0,21,0.0,9,0,1,514,1,Male,1,0.99661934,25 - 45
1.0,0,0,0,0,0.0,0,,2,0,0,1171,0,Male,0,0.00017226889,25 - 45
1.0,0,0,0,0,-1.0,2,0.0,2,0,1,72,1,Male,1,0.9988526,25 - 45
